sid	name	ntype	dtype	label	description	annotations	children
phenobarbitone	phenobarbitone	substance	undefined	phenobarbital	A long-acting barbituric acid derivative with antipsychotic property. Phenobarbital binds to and activates the gamma-aminobutyric acid (GABA)-A receptor, thereby mimicking the inhibitory actions of GABA in the brain.	[{'term': 'CHEBI:8069', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A member of the class of barbiturates, the structure of which is that of barbituric acid substituted at C-5 by ethyl and phenyl groups.', 'label': 'phenobarbital', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8069'}, {'term': 'C739', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A long-acting barbituric acid derivative with antipsychotic property. Phenobarbital binds to and activates the gamma-aminobutyric acid (GABA)-A receptor, thereby mimicking the inhibitory actions of GABA in the brain.  The activation effects of the phenobarbital-receptor-ionophore complex include increased frequency of chloride channel openings, membrane hyperpolarization and ultimately synaptic inhibition and decreased neuronal excitability. In addition, this agent inhibits glutamate induced depolarization.', 'label': 'Phenobarbital', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C739'}, {'term': 'DDBREPKUVSBGFI-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=DDBREPKUVSBGFI-UHFFFAOYSA-N'}]	[]
evans-blue	evans blue	substance	undefined	evans blue	An organic sodium salt that is the tetrasodium salt of 6,6'-{(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis[diazene-2,1-diyl]}bis(4-amino-5-hydroxynaphthalene-1,3-disulfonate). It is sometimes used as a counterstain, especially in fluorescent methods to suppress background autofluorescence.	"[{'term': 'CHEBI:82467', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': ""An organic sodium salt that is the tetrasodium salt of 6,6'-{(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis[diazene-2,1-diyl]}bis(4-amino-5-hydroxynaphthalene-1,3-disulfonate). It is sometimes used as a counterstain, especially in fluorescent methods to suppress background autofluorescence."", 'label': 'Evans blue', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:82467'}, {'term': 'C65605', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': None, 'label': 'Evans Blue', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C65605'}, {'term': 'ATNOAWAQFYGAOY-UHFFFAOYSA-J', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=ATNOAWAQFYGAOY-UHFFFAOYSA-J'}]"	[]
mdma	MDMA	substance	undefined	3,4-Methylenedioxymethamphetamine (MDMA)	3,4-Methylenedioxymethamphetamine is a ring-substituted amphetamine derivative, structurally related to the hallucinogen mescaline, with entactogenic, neurotoxic, and motor-stimulatory activities. 3,4-methylenedioxymethamphetamine (MDMA) produces an acute, rapid enhancement in both the release of serotonin from and the inhibition of serotonin reuptake by serotonergic nerve endings in the brain.	[{'term': 'CHEBI:1391', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A member of the class of  benzodioxoles that is 1,3-benzodioxole substituted by a 2-(methylamino)propyl group at position 5.', 'label': '3,4-methylenedioxymethamphetamine', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1391'}, {'term': '1615', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/1615'}, {'term': 'SHXWCVYOXRDMCX-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=SHXWCVYOXRDMCX-UHFFFAOYSA-N'}]	[]
apap	paracetamol	substance	undefined	paracetamol	A p-aminophenol derivative with analgesic and antipyretic activities. Although the exact mechanism through which acetaminophen exert its effects has yet to be fully determined, acetaminophen may inhibit the nitric oxide (NO) pathway mediated by a variety of neurotransmitter receptors including N-methyl-D-aspartate (NMDA) and substance P, resulting in elevation of the pain threshold.	[{'term': 'CHEBI:46195', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A member of the class of phenols that is 4-aminophenol in which one of the hydrogens attached to the amino group has been replaced by an acetyl group.', 'label': 'paracetamol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:46195'}, {'term': 'C198', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A p-aminophenol derivative with analgesic and antipyretic activities. Although the exact mechanism through which acetaminophen exert its effects has yet to be fully determined, acetaminophen may inhibit the nitric oxide (NO) pathway mediated by a variety of neurotransmitter receptors including N-methyl-D-aspartate (NMDA) and substance P, resulting in elevation of the pain threshold. The antipyretic activity may result from inhibition of prostaglandin synthesis and release in the central nervous system (CNS) and prostaglandin-mediated effects on the heat-regulating center in the anterior hypothalamus.', 'label': 'Acetaminophen', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C198'}, {'term': 'RZVAJINKPMORJF-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=RZVAJINKPMORJF-UHFFFAOYSA-N'}]	['apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer', 'apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer-plus-apapgsh', 'apap-plus-apapsul-plus-apapglu-plus-apapgsh']
panadol-extend	panadol extend	substance	undefined	panadol extend	Panadol Extend (PEx) is an over-the-counter, modified-release formulation of paracetamol.Each 665 mg tablet contains 69% slow-release and 31% immediate-release paracetamol.	[]	[]
apapglu	paracetamol glucuronide	substance	undefined	paracetamol glucuronide	Paracetamol glucuronide. A metabolite of paracetamol.	[{'term': 'CHEBI:32636', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A beta-D-glucosiduronic acid that is the O-glucuronide of paracetamol (acetaminophen).', 'label': 'acetaminophen O-beta-D-glucosiduronic acid', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32636'}, {'term': 'IPROLSVTVHAQLE-BYNIDDHOSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=IPROLSVTVHAQLE-BYNIDDHOSA-N'}]	['apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer', 'apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer-plus-apapgsh', 'apap-plus-apapsul-plus-apapglu-plus-apapgsh', 'apapsul-plus-apapglu', 'apapcys-plus-apapglu']
apapsul	paracetamol sulfate	substance	undefined	paracetamol sulfate	Paracetamol sulfate. A metabolite of paracetamol. An aryl sulfate that is paracetamol in which the hydroxy group has been replaced by a sulfooxy group.	[{'term': 'CHEBI:32635', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'An aryl sulfate that is paracetamol in which the hydroxy group has been replaced by a sulfooxy group.', 'label': 'paracetamol sulfate', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32635'}, {'term': 'IGTYILLPRJOVFY-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=IGTYILLPRJOVFY-UHFFFAOYSA-N'}]	['apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer', 'apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer-plus-apapgsh', 'apap-plus-apapsul-plus-apapglu-plus-apapgsh', 'apapsul-plus-apapglu']
apapcys	paracetamol cysteine	substance	undefined	paracetamol cysteine	Paracetamol cysteine. A metabolite of paracetamol.	[{'term': 'CHEBI:133066', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A cysteine derivative in which the thiol hydrogen of cysteine is replaced by a 5-acetamido-2-hydroxyphenyl group.', 'label': 'S-(5-acetamido-2-hydroxyphenyl)cysteine', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:133066'}, {'term': 'LLHICPSCVFRWDT-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=LLHICPSCVFRWDT-UHFFFAOYSA-N'}]	['apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer', 'apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer-plus-apapgsh', 'apapcys-plus-apapmer', 'apapcys-plus-apapglu']
apapgsh	paracetamol glutathione	substance	undefined	paracetamol glutathione	Paracetamol glutathione. A metabolite of paracetamol. Acetaminophen glutathione conjugate.	[{'term': 'CHEBI:32639', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'acetaminophen glutathione conjugate', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32639'}, {'term': 'CHEBI:24337', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'chebi', 'description': 'Any organonitrogen compound derived from the Glu-Cys-Gly tripeptide glutathione.', 'label': 'glutathione derivative', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:24337'}, {'term': 'VFNAXGMNFCUWCI-RYUDHWBXSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=VFNAXGMNFCUWCI-RYUDHWBXSA-N'}]	['apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer-plus-apapgsh', 'apap-plus-apapsul-plus-apapglu-plus-apapgsh']
apapmer	paracetamol mercapturate	substance	undefined	paracetamol mercapturate	Paracetamol mercapturate. A metabolite of paracetamol.	[{'term': '171471', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/171471'}, {'term': 'NTEYFNUDSXITGC-LBPRGKRZSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=NTEYFNUDSXITGC-LBPRGKRZSA-N'}]	['apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer', 'apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer-plus-apapgsh', 'apapcys-plus-apapmer']
phenacetin	phenacetin	substance	undefined	phenacetin	A synthetic, white crystalline solid that is slightly soluble in water and benzene, soluble in acetone and very soluble in pyrimidine. It is used in research as the preferred marker for detecting CYP1A2-based inhibition potential in vitro.	[{'term': 'CHEBI:8050', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A member of the class of acetamides that is acetamide in which one of the hydrogens attached to the nitrogen is substituted by a 4-ethoxyphenyl group.', 'label': 'phenacetin', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8050'}, {'term': 'C44432', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A synthetic, white crystalline solid that is slightly soluble in water and benzene, soluble in acetone and very soluble in pyrimidine. It is used in research as the preferred marker for detecting CYP1A2-based inhibition potential in vitro. Human ingestion of phenacetin can result in a bluish discoloration of the skin due to a lack of oxygen in the blood (cyanosis), dizziness and respiratory depression. It is reasonably anticipated to be a human carcinogen. (NCI05)', 'label': 'Phenacetin', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C44432'}, {'term': 'CPJSUEIXXCENMM-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=CPJSUEIXXCENMM-UHFFFAOYSA-N'}]	[]
propacetamol	propacetamol	substance	undefined	propacetamol	A water-soluble para-aminophenol derivative and ester prodrug of acetaminophen in which acetaminophen is bound to the carboxylic acid diethylglycine, with analgesic and antipyretic activities. Upon intravenous administration, propacetamol is hydrolyzed by plasma esterases into its active form acetaminophen.	[{'term': 'CHEBI:135089', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'propacetamol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:135089'}, {'term': 'C75081', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A water-soluble para-aminophenol derivative and ester prodrug of acetaminophen in which acetaminophen is bound to the carboxylic acid diethylglycine, with analgesic and antipyretic activities. Upon intravenous administration, propacetamol is hydrolyzed by plasma esterases into its active form acetaminophen. Although the exact mechanism of action has yet to be fully elucidated despite its widespread use, acetaminophen enters the central nervous system and acts centrally. This agent binds to cyclooxygenase (COX) and prevents the metabolism of arachidonic acid to prostaglandin. A reduction in prostaglandin formation relieves pain and reduces fever. Acetaminophen may also act centrally on cannabinoid receptors and on N-methyl-D-aspartate (NMDA) receptors.', 'label': 'Propacetamol', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C75081'}, {'term': 'QTGAJCQTLIRCFL-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=QTGAJCQTLIRCFL-UHFFFAOYSA-N'}]	[]
propanolol	propanolol	substance	undefined	propanolol	Propranolol, sold under the brand name Inderal among others, is a medication of the beta blocker class. It is used to treat high blood pressure, a number of types of irregular heart rate, thyrotoxicosis, capillary hemangiomas, performance anxiety, and essential tremors.	[{'term': 'CHEBI:8499', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A propanolamine that is propan-2-ol substituted by a propan-2-ylamino group at position 1 and a naphthalen-1-yloxy group at position 3.', 'label': 'propranolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8499'}, {'term': 'AQHHHDLHHXJYJD-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=AQHHHDLHHXJYJD-UHFFFAOYSA-N'}]	[]
apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer	apap+apapsul+apapglu+apapcys+apapmer	substance	undefined	apap+apapsul+apapglu+apapcys+apapmer	Sum of paracetamol metabolites: apap+apapsul+apapglu+apapcys+apapmer	[]	[]
apap-plus-apapsul-plus-apapglu-plus-apapcys-plus-apapmer-plus-apapgsh	apap+apapsul+apapglu+apapcys+apapmer+apapgsh	substance	undefined	apap+apapsul+apapglu+apapcys+apapmer+apapgsh	Sum of paracetamol metabolites: apap+apapsul+apapglu+apapcys+apapmer+apapgsh	[]	[]
apap-plus-apapsul-plus-apapglu-plus-apapgsh	apap+apapsul+apapglu+apapgsh	substance	undefined	apap+apapsul+apapglu+apapgsh	Sum of paracetamol metabolites: apap+apapsul+apapglu+apapgsh	[]	[]
apapcys-plus-apapmer	apapcys+apapmer	substance	undefined	apapcys+apapmer	Sum of paracetamol metabolites: paracetamol cysteine + paracetamol mercapturate	[]	[]
apapsul-plus-apapglu	apapsul+apapglu	substance	undefined	apapsul+apapglu	Sum of paracetamol metabolites: paracetamol sulfate + paracetamol glucuronide	[]	[]
apapcys-plus-apapglu	apapcys+apapglu	substance	undefined	apapcys+apapglu	Sum of paracetamol metabolites: paracetamol cysteine + paracetamol glucuronide	[]	[]
diethyldithiocarbamic-acid	diethyldithiocarbamic acid	substance	undefined	diethyldithiocarbamic acid	diethyldithiocarbamic acid	[{'term': 'CHEBI:8987', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'SK&F 91581', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8987'}, {'term': 'RGIDMSNTKAZSFO-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=RGIDMSNTKAZSFO-UHFFFAOYSA-N'}]	[]
